County,State,Population_1990,Population_2010,Area
White,Illinois,16522,14800,494.9
Whiteside,Illinois,60186,58750,684.8
Will,Illinois,357313,667977,837.3
Williamson,Illinois,57733,65579,424.2
Winnebago,Illinois,252913,293972,513.8
Woodford,Illinois,32653,38226,528.0
Adams,Indiana,31095,34162,339.4
Allen,Indiana,300836,351332,657.3
Bartholomew,Indiana,63657,75855,406.9
Benton,Indiana,9441,8820,406.3
Blackford,Indiana,14067,12960,165.1
Boone,Indiana,38147,54796,422.7
Brown,Indiana,14080,15271,312.3
Carroll,Indiana,18809,20135,372.3
Cass,Indiana,38413,39058,412.9
Clark,Indiana,87777,107381,375.2
Clay,Indiana,24705,26983,357.6
Clinton,Indiana,30974,33270,405.1
Crawford,Indiana,9914,10825,305.7
Daviess,Indiana,27533,31045,430.7
Dearborn,Indiana,38835,49580,305.2
Decatur,Indiana,23645,25584,372.6
DeKalb,Indiana,35324,41968,362.9
Delaware,Indiana,119659,117344,393.3
Dubois,Indiana,36616,41809,430.1
Elkhart,Indiana,156198,196855,463.8
Fayette,Indiana,26015,24367,215.0
Floyd,Indiana,64404,73594,148.0
Fountain,Indiana,17808,17329,395.7
Franklin,Indiana,19580,23194,386.0
Fulton,Indiana,18840,20684,368.5
Gibson,Indiana,31913,33386,488.9
Grant,Indiana,74169,70176,414.0
Greene,Indiana,30410,33084,542.1
Hamilton,Indiana,108936,261244,398.0
Hancock,Indiana,45527,68011,306.2
Harrison,Indiana,29890,38616,485.3
Hendricks,Indiana,75717,140028,408.4
Henry,Indiana,48139,48921,393.0
Howard,Indiana,80827,83326,293.1
Huntington,Indiana,35427,37321,382.6
Jackson,Indiana,37730,41902,509.3
Jasper,Indiana,24960,33055,559.9
Jay,Indiana,21512,21441,383.7
Jefferson,Indiana,29797,32393,361.4
Jennings,Indiana,23661,28470,377.3
Johnson,Indiana,88109,135994,320.2
Knox,Indiana,39884,38425,515.9
Kosciusko,Indiana,65294,76982,537.5
LaGrange,Indiana,29477,36996,379.6
Lake,Indiana,475594,494417,497.0
LaPorte,Indiana,107066,110937,598.3
Lawrence,Indiana,42836,46192,448.9
Madison,Indiana,130669,131444,452.2
Marion,Indiana,797159,890976,396.4
Marshall,Indiana,42182,46976,444.3
Martin,Indiana,10369,10324,336.2
Miami,Indiana,36897,37307,375.8
Monroe,Indiana,108978,134442,394.4
Montgomery,Indiana,34436,38138,504.6
Morgan,Indiana,55920,68654,406.5
Newton,Indiana,13551,14300,401.9
Noble,Indiana,37877,47513,411.1
Ohio,Indiana,5315,6067,86.7
Orange,Indiana,18409,19820,399.6
Owen,Indiana,17281,21737,385.2
Parke,Indiana,15410,17394,444.8
Perry,Indiana,19107,19316,381.4
Pike,Indiana,12509,12955,336.2
Porter,Indiana,128932,162026,418.2
Posey,Indiana,25968,26100,408.5
Pulaski,Indiana,12643,13596,433.7
Putnam,Indiana,30315,38048,480.3
Randolph,Indiana,27148,26262,452.9
Ripley,Indiana,24616,28570,446.4
Rush,Indiana,18129,17568,408.3
St. Joseph,Indiana,247052,266522,457.3
Scott,Indiana,20991,24109,190.4
Shelby,Indiana,40307,44237,412.7
Spencer,Indiana,19490,20977,398.7
Starke,Indiana,22747,23343,309.3
Steuben,Indiana,27446,34092,308.7
Sullivan,Indiana,18993,21520,447.2
Switzerland,Indiana,7738,10393,221.2
Tippecanoe,Indiana,130598,168635,499.8
Tipton,Indiana,16119,16132,260.4
Union,Indiana,6976,7463,161.6
Vanderburgh,Indiana,165058,178298,234.6
Vermillion,Indiana,16773,16412,256.9
Vigo,Indiana,106107,107151,403.3
Wabash,Indiana,35069,33225,413.2
Warren,Indiana,8176,8563,364.9
Warrick,Indiana,44920,58393,384.1
Washington,Indiana,23717,28226,514.5
Wayne,Indiana,71951,69187,403.6
Wells,Indiana,25948,27744,370.0
White,Indiana,23265,24734,505.3
Whitley,Indiana,27651,32991,335.5
Adair,Iowa,8409,7779,569.3
Adams,Iowa,4866,4127,423.6
Allamakee,Iowa,13855,14331,639.6
Appanoose,Iowa,13743,13029,496.3
Audubon,Iowa,7334,6186,443.2
Benton,Iowa,22429,26098,716.5
Black Hawk,Iowa,123798,129252,567.4
Boone,Iowa,25186,26424,571.5
Bremer,Iowa,22813,24185,437.9
Buchanan,Iowa,20844,21026,571.3
Buena Vista,Iowa,19965,19980,574.8
Butler,Iowa,15731,14892,580.4
Calhoun,Iowa,11508,9846,570.2
Carroll,Iowa,21423,20805,569.3
Cass,Iowa,15128,13969,564.3
Cedar,Iowa,17381,18414,579.6
Cerro Gordo,Iowa,46733,44324,568.4
Cherokee,Iowa,14098,12086,577.2
Chickasaw,Iowa,13295,12499,504.7
Clarke,Iowa,8287,9218,431.2
Clay,Iowa,17585,16718,568.9
Clayton,Iowa,19054,18202,778.8
Clinton,Iowa,51040,49274,695.0
Crawford,Iowa,16775,16951,714.4
Dallas,Iowa,29755,61714,586.5
Davis,Iowa,8312,8687,503.3
Decatur,Iowa,8338,8508,532.3
Delaware,Iowa,18035,17857,577.9
Des Moines,Iowa,42614,40266,416.2
Dickinson,Iowa,14909,16665,381.1
Dubuque,Iowa,86403,92547,608.2
Emmet,Iowa,11569,10389,395.8
Fayette,Iowa,21843,20992,731.0
Floyd,Iowa,17058,16394,500.6
Franklin,Iowa,11364,10697,582.5
Fremont,Iowa,8226,7528,511.3
Greene,Iowa,10045,9448,568.4
Grundy,Iowa,12029,12401,502.6
Guthrie,Iowa,10935,11040,590.6
Hamilton,Iowa,16071,15874,576.7
Hancock,Iowa,12638,11505,571.1
Hardin,Iowa,19094,17685,569.3
Harrison,Iowa,14730,15073,696.9
Henry,Iowa,19226,20263,434.5
Howard,Iowa,9809,9610,473.4
Humboldt,Iowa,10756,9905,434.4
Ida,Iowa,8365,7172,431.7
Iowa,Iowa,14630,16353,586.5
Jackson,Iowa,19950,19942,636.1
Jasper,Iowa,34795,37050,730.0
Jefferson,Iowa,16310,16643,435.4
Johnson,Iowa,96119,126994,614.5
Jones,Iowa,19444,20708,575.4
Keokuk,Iowa,11624,10614,579.2
Kossuth,Iowa,18591,15748,973.1
Lee,Iowa,38687,35991,517.4
Linn,Iowa,168767,207765,717.5
Louisa,Iowa,11592,11683,401.9
Lucas,Iowa,9070,9116,430.6
Lyon,Iowa,11952,11564,587.6
Madison,Iowa,12483,15488,561.2
Mahaska,Iowa,21522,22382,570.9
Marion,Iowa,30001,33378,554.3
Marshall,Iowa,38276,40131,572.4
Mills,Iowa,13202,15157,436.6
Mitchell,Iowa,10928,10801,469.0
Monona,Iowa,10034,9346,693.2
Monroe,Iowa,8114,7918,433.4
Montgomery,Iowa,12076,10901,423.9
Muscatine,Iowa,39907,42501,438.7
O'Brien,Iowa,15444,14419,573.1
Osceola,Iowa,7267,6576,398.8
Page,Iowa,16870,16095,534.9
Palo Alto,Iowa,10669,9508,563.9
Plymouth,Iowa,23388,24933,863.6
Pocahontas,Iowa,9525,7509,577.7
Polk,Iowa,327140,419301,569.5
Pottawattamie,Iowa,82628,91928,954.3
Poweshiek,Iowa,19033,19012,585.1
Ringgold,Iowa,5420,5169,537.7
Sac,Iowa,12324,10480,575.8
Scott,Iowa,150979,162184,457.9
Shelby,Iowa,13230,12328,590.9
Sioux,Iowa,29903,33377,767.9
Story,Iowa,74252,87594,572.9
Tama,Iowa,17419,17952,721.4
Taylor,Iowa,7114,6402,534.0
Union,Iowa,12750,12409,424.4
Van Buren,Iowa,7676,7645,485.3
Wapello,Iowa,35687,35553,431.8
Warren,Iowa,36033,45346,571.7
Washington,Iowa,19612,21626,568.8
Wayne,Iowa,7067,6404,525.6
Webster,Iowa,40342,38286,715.3
Winnebago,Iowa,12122,10962,400.5
Winneshiek,Iowa,20847,21031,689.7
Woodbury,Iowa,98276,101217,872.7
Worth,Iowa,7991,7628,400.0
Wright,Iowa,14269,13384,580.8
Allen,Kansas,14638,13473,503.1
Anderson,Kansas,7803,8084,583.0
Atchison,Kansas,16932,16889,432.4
Barber,Kansas,5874,4900,1134.2
Barton,Kansas,29382,27499,894.0
Bourbon,Kansas,14966,15097,637.1
Brown,Kansas,11128,10019,570.7
Butler,Kansas,50580,64853,1428.2
Chase,Kansas,3021,2834,775.9
Chautauqua,Kansas,4407,3736,641.7
Cherokee,Kansas,21374,21740,587.2
Cheyenne,Kansas,3243,2783,1019.9
Clark,Kansas,2418,2231,974.7
Clay,Kansas,9158,8531,643.9
Cloud,Kansas,11023,9538,715.7
Coffey,Kansas,8404,8587,630.3
Comanche,Kansas,2313,1865,788.4
Cowley,Kansas,36915,36140,1126.3
Crawford,Kansas,35568,38985,593.0
Decatur,Kansas,4021,3015,893.6
Dickinson,Kansas,18958,19643,848.4
Doniphan,Kansas,8134,7957,392.2
Douglas,Kansas,81798,109052,457.0
Edwards,Kansas,3787,3052,622.1
Elk,Kansas,3327,2930,647.9
Ellis,Kansas,26004,28039,900.0
Ellsworth,Kansas,6586,6476,715.9
Finney,Kansas,33070,36139,1300.2
Ford,Kansas,27463,32727,1098.6
Franklin,Kansas,21994,25841,573.9
Geary,Kansas,30453,30537,384.3
Gove,Kansas,3231,2721,1071.5
Graham,Kansas,3543,2663,898.3
Grant,Kansas,7159,7744,574.9
Gray,Kansas,5396,5870,868.9
Greeley,Kansas,1774,1294,778.1
Greenwood,Kansas,7847,6824,1139.8
Hamilton,Kansas,2388,2643,996.5
Harper,Kansas,7124,6033,801.5
Harvey,Kansas,31028,34150,539.4
Haskell,Kansas,3886,4196,577.4
Hodgeman,Kansas,2177,1955,860.0
Jackson,Kansas,11525,13360,656.9
Jefferson,Kansas,15905,19059,536.2
Jewell,Kansas,4251,3151,909.2
Johnson,Kansas,355054,531228,476.8
Kearny,Kansas,4027,3966,870.0
Kingman,Kansas,8292,7949,863.7
Kiowa,Kansas,3660,2671,722.4
Labette,Kansas,23693,21791,648.9
Lane,Kansas,2375,1725,717.3
Leavenworth,Kansas,64371,74611,463.3
Lincoln,Kansas,3653,3308,718.9
Linn,Kansas,8254,9782,598.8
Logan,Kansas,3081,2774,1073.1
Lyon,Kansas,34732,34974,851.0
McPherson,Kansas,27268,29178,899.8
Marion,Kansas,12888,12689,943.2
Marshall,Kansas,11705,10147,902.6
Meade,Kansas,4247,4523,978.5
Miami,Kansas,23466,32116,576.8
Mitchell,Kansas,7203,6383,699.9
Montgomery,Kansas,38816,35453,645.3
Morris,Kansas,6198,5946,697.4
Morton,Kansas,3480,3244,730.0
Nemaha,Kansas,10446,10253,719.1
Neosho,Kansas,17035,16538,571.9
Ness,Kansas,4033,3120,1074.8
Norton,Kansas,5947,5692,877.9
Osage,Kansas,15248,16426,703.6
Osborne,Kansas,4867,3906,892.6
Ottawa,Kansas,5634,6107,721.2
Pawnee,Kansas,7555,6913,754.2
Phillips,Kansas,6590,5601,886.3
Pottawatomie,Kansas,16128,20781,844.3
Pratt,Kansas,9702,9670,735.0
Rawlins,Kansas,3404,2594,1069.7
Reno,Kansas,62389,64054,1254.5
Republic,Kansas,6482,5069,716.5
Rice,Kansas,10610,10128,726.6
Riley,Kansas,67139,69035,609.6
Rooks,Kansas,6039,5241,888.4
Rush,Kansas,3842,3290,718.2
Russell,Kansas,7835,6915,884.7
Saline,Kansas,49301,54982,719.6
Scott,Kansas,5289,4832,717.6
Sedgwick,Kansas,403662,486123,1000.2
Seward,Kansas,18743,22588,639.6
Shawnee,Kansas,160976,175537,549.9
Sheridan,Kansas,3043,2578,896.4
Sherman,Kansas,6926,6002,1055.9
Smith,Kansas,5078,3934,895.5
Stafford,Kansas,5365,4433,792.1
Stanton,Kansas,2333,2197,680.1
Stevens,Kansas,5048,5533,727.6
Sumner,Kansas,25841,24257,1181.9
Thomas,Kansas,8258,7757,1074.9
Trego,Kansas,3694,2979,888.4
Wabaunsee,Kansas,6603,7004,797.5
Wallace,Kansas,1821,1440,914.1
Washington,Kansas,7073,5851,898.5
Wichita,Kansas,2758,2244,718.6
Wilson,Kansas,10289,9598,573.9
Woodson,Kansas,4116,3352,500.7
Wyandotte,Kansas,161993,155462,151.4
Adair,Kentucky,15360,18542,406.9
Allen,Kentucky,14628,19688,346.1
Anderson,Kentucky,14571,21080,202.7
Ballard,Kentucky,7902,8225,251.2
Barren,Kentucky,34001,41685,491.0
Bath,Kentucky,9692,11565,279.4
Bell,Kentucky,31506,28793,360.8
Boone,Kentucky,57589,114723,246.3
Bourbon,Kentucky,19236,19947,291.4
Boyd,Kentucky,51150,49330,160.2
Boyle,Kentucky,25641,28245,181.6
Bracken,Kentucky,7766,8479,203.2
Breathitt,Kentucky,15703,14202,495.2
Breckinridge,Kentucky,16312,19893,572.4
Bullitt,Kentucky,47567,72515,299.1
Butler,Kentucky,11245,12763,428.1
Caldwell,Kentucky,13232,12934,347.0
Calloway,Kentucky,30735,36763,386.3
Campbell,Kentucky,83866,89016,151.6
Carlisle,Kentucky,5238,5126,192.5
Carroll,Kentucky,9292,10703,130.1
Carter,Kentucky,24340,27821,410.6
Casey,Kentucky,14211,15939,445.6
Christian,Kentucky,68941,72678,721.4
Clark,Kentucky,29496,35305,254.3
Clay,Kentucky,21746,22197,471.0
Clinton,Kentucky,9135,10161,197.5
Crittenden,Kentucky,9196,9313,362.2
Cumberland,Kentucky,6784,6931,305.8
Daviess,Kentucky,87189,95398,462.4
Edmonson,Kentucky,10357,12086,302.6
Elliott,Kentucky,6455,7493,234.0
Estill,Kentucky,14614,14733,254.0
Fayette,Kentucky,225366,288045,284.5
Fleming,Kentucky,12292,14318,351.1
Floyd,Kentucky,43586,39949,394.3
Franklin,Kentucky,43781,49067,210.5
Fulton,Kentucky,8271,6858,209.0
Gallatin,Kentucky,5393,8428,98.8
Garrard,Kentucky,11579,16842,231.2
Grant,Kentucky,15737,24604,259.9
Graves,Kentucky,33550,36958,555.7
Grayson,Kentucky,21050,25540,503.7
Green,Kentucky,10371,11377,288.7
Greenup,Kentucky,36742,36962,346.2
Hancock,Kentucky,7864,8555,188.8
Hardin,Kentucky,89240,100876,628.0
Harlan,Kentucky,36574,29688,467.2
Harrison,Kentucky,16248,18761,309.7
Hart,Kentucky,14890,18201,416.0
Henderson,Kentucky,43044,45943,440.2
Henry,Kentucky,12823,15474,289.3
Hickman,Kentucky,5566,4949,244.5
Hopkins,Kentucky,46126,46886,550.6
Jackson,Kentucky,11955,13560,346.3
Jefferson,Kentucky,664937,729452,385.1
Jessamine,Kentucky,30508,47073,173.2
Johnson,Kentucky,23248,23325,261.6
Kenton,Kentucky,142031,158034,162.6
Knott,Kentucky,17906,16587,352.2
Knox,Kentucky,29676,31765,387.7
Larue,Kentucky,11679,14080,263.4
Laurel,Kentucky,43438,58155,435.7
Lawrence,Kentucky,13998,15841,418.9
Lee,Kentucky,7422,7865,209.9
Leslie,Kentucky,13642,11470,404.0
Letcher,Kentucky,27000,24462,339.1
Lewis,Kentucky,13029,13968,484.5
Lincoln,Kentucky,20045,24779,336.6
Livingston,Kentucky,9062,9514,316.1
Logan,Kentucky,24416,26838,555.7
Lyon,Kentucky,6624,8367,215.8
McCracken,Kentucky,62879,65217,251.1
McCreary,Kentucky,15603,18122,427.7
McLean,Kentucky,9628,9635,254.3
Madison,Kentucky,57508,81580,440.7
Magoffin,Kentucky,13077,13294,309.5
Marion,Kentucky,16499,19619,346.7
Marshall,Kentucky,27205,31386,304.9
Martin,Kentucky,12526,13138,230.7
Mason,Kentucky,16666,17362,241.1
Meade,Kentucky,24170,28907,308.5
Menifee,Kentucky,5092,6427,203.9
Mercer,Kentucky,19148,21272,250.9
Metcalfe,Kentucky,8963,10130,290.9
Monroe,Kentucky,11401,11089,330.8
Montgomery,Kentucky,19561,25908,198.6
Morgan,Kentucky,11648,14055,381.3
Muhlenberg,Kentucky,31318,31541,474.7
Nelson,Kentucky,29710,42523,422.7
Nicholas,Kentucky,6725,7136,196.6
Ohio,Kentucky,21105,23837,593.8
Oldham,Kentucky,33263,58784,189.2
Owen,Kentucky,9035,10928,352.2
Owsley,Kentucky,5036,4742,198.1
Pendleton,Kentucky,12036,14894,280.0
Perry,Kentucky,30283,28739,342.2
Pike,Kentucky,72583,65309,787.7
Powell,Kentucky,11686,12786,180.1
Pulaski,Kentucky,49489,62062,661.6
Robertson,Kentucky,2124,2278,100.1
Rockcastle,Kentucky,14803,17075,317.5
Rowan,Kentucky,20353,23075,280.8
Russell,Kentucky,14716,17445,253.5
Scott,Kentucky,23867,44868,285.2
Shelby,Kentucky,24824,40899,384.2
Simpson,Kentucky,15145,17214,236.2
Spencer,Kentucky,6801,16582,185.9
Taylor,Kentucky,21146,24247,269.8
Todd,Kentucky,10940,12307,376.4
Trigg,Kentucky,10361,14117,443.4
Trimble,Kentucky,6090,8872,148.9
Union,Kentucky,16557,15077,345.1
Warren,Kentucky,76673,109775,545.2
Washington,Kentucky,10441,11593,300.6
Wayne,Kentucky,17468,20716,459.4
Webster,Kentucky,13955,13734,334.7
Whitley,Kentucky,33326,36006,440.2
Wolfe,Kentucky,6503,7315,222.8
Woodford,Kentucky,19955,24523,190.7
Acadia,Louisiana,55882,61139,655.3
Allen,Louisiana,21226,25816,764.6
Ascension,Louisiana,58214,102501,291.6
Assumption,Louisiana,22753,23487,338.7
Avoyelles,Louisiana,39159,42013,832.5
Beauregard,Louisiana,30083,35000,1160.2
Bienville,Louisiana,15979,14546,810.7
Bossier,Louisiana,86088,113837,838.5
Caddo,Louisiana,248253,253048,882.1
Calcasieu,Louisiana,168134,189134,1071.2
Caldwell,Louisiana,9810,10188,529.5
Cameron,Louisiana,9260,7280,1313.0
Catahoula,Louisiana,11065,10465,703.7
Claiborne,Louisiana,17405,17160,754.7
Concordia,Louisiana,20828,20502,696.4
De Soto,Louisiana,25346,26465,877.3
East Baton Rouge,Louisiana,380105,435815,455.7
East Carroll,Louisiana,9709,7964,421.5
East Feliciana,Louisiana,19211,20417,453.4
Evangeline,Louisiana,33274,34419,664.3
Franklin,Louisiana,22387,20727,623.4
Grant,Louisiana,17526,21675,645.1
Iberia,Louisiana,68297,73395,575.2
Iberville,Louisiana,31049,33513,618.7
Jackson,Louisiana,15705,16078,570.0
Jefferson,Louisiana,448306,431019,305.9
Jefferson Davis,Louisiana,30722,31500,652.4
Lafayette,Louisiana,164762,215581,269.9
Lafourche,Louisiana,85860,95428,1084.8
LaSalle,Louisiana,13662,14680,623.9
Lincoln,Louisiana,41745,45797,471.4
Livingston,Louisiana,70526,122798,648.1
Madison,Louisiana,12463,12286,624.1
Morehouse,Louisiana,31938,28388,794.3
Natchitoches,Louisiana,36689,39274,1256.4
Orleans,Louisiana,496938,295285,180.6
Ouachita,Louisiana,142191,152207,611.0
Plaquemines,Louisiana,25575,22710,844.6
Pointe Coupee,Louisiana,22540,22837,557.4
Rapides,Louisiana,131556,130800,1322.7
Red River,Louisiana,9387,9181,388.6
Richland,Louisiana,20629,20692,558.5
Sabine,Louisiana,22646,24119,865.3
St. Bernard,Louisiana,66631,27739,465.2
St. Charles,Louisiana,42437,52645,283.7
St. Helena,Louisiana,9874,11125,408.4
St. James,Louisiana,20879,22096,246.1
St. John the Baptist,Louisiana,39996,46728,218.9
St. Landry,Louisiana,80331,84309,928.7
St. Martin,Louisiana,43978,51721,739.9
St. Mary,Louisiana,58086,54348,612.9
St. Tammany,Louisiana,144508,228894,854.4
Tangipahoa,Louisiana,85709,118190,790.3
Tensas,Louisiana,7103,5430,602.5
Terrebonne,Louisiana,96982,111131,1255.1
Union,Louisiana,20690,22750,877.7
Vermilion,Louisiana,50055,57280,1173.9
Vernon,Louisiana,61961,50451,1328.5
Washington,Louisiana,43185,46578,669.6
Webster,Louisiana,41989,41238,595.9
West Baton Rouge,Louisiana,19419,23274,191.2
West Carroll,Louisiana,12093,11689,359.4
West Feliciana,Louisiana,12915,15681,406.0
Winn,Louisiana,16269,15477,950.6
Androscoggin,Maine,105259,107882,470.3
Aroostook,Maine,86936,72412,6671.9
Cumberland,Maine,243135,279994,835.6
Franklin,Maine,29008,30657,1698.0
Hancock,Maine,46948,54309,1589.1
Kennebec,Maine,115904,121925,867.5
Knox,Maine,36310,40111,365.6
Lincoln,Maine,30357,34719,455.6
Oxford,Maine,52602,57867,2078.2
Penobscot,Maine,146601,152934,3396.0
Piscataquis,Maine,18653,17555,3966.5
Sagadahoc,Maine,33535,35688,254.0
Somerset,Maine,49767,52261,3926.8
Waldo,Maine,33018,38740,729.8
Washington,Maine,35308,33154,2568.6
York,Maine,164587,197457,991.0
Allegany,Maryland,74946,74638,425.3
Anne Arundel,Maryland,427239,527020,416.0
Baltimore,Maryland,692134,799195,598.6
Calvert,Maryland,51372,87891,215.2
Caroline,Maryland,27035,32805,320.2
Carroll,Maryland,123372,167208,449.2
Cecil,Maryland,71347,100139,348.2
Charles,Maryland,101154,143912,461.1
Dorchester,Maryland,30236,32287,557.6
Frederick,Maryland,150208,229205,662.9
Garrett,Maryland,28138,30145,648.1
Harford,Maryland,182132,242888,440.4
Howard,Maryland,187328,279366,252.2
Kent,Maryland,17842,20018,279.4
Montgomery,Maryland,757027,947230,494.6
Prince George's,Maryland,729268,854722,486.4
Queen Anne's,Maryland,33953,46945,372.2
St. Mary's,Maryland,75974,102086,361.3
Somerset,Maryland,23440,26411,327.2
Talbot,Maryland,30549,37361,269.2
Washington,Maryland,121393,146329,458.2
Wicomico,Maryland,74339,96951,377.2
Worcester,Maryland,35028,51133,473.2
Baltimore city,Maryland,736014,620538,80.8
Barnstable,Massachusetts,186605,217483,395.8
Berkshire,Massachusetts,139352,131528,931.4
Bristol,Massachusetts,506325,546433,556.0
Dukes,Massachusetts,11639,16155,103.8
Essex,Massachusetts,670080,735642,498.1
Franklin,Massachusetts,70092,71523,702.1
Hampden,Massachusetts,456310,462270,618.5
Hampshire,Massachusetts,146568,157326,529.0
Middlesex,Massachusetts,1398468,1479491,823.5
Nantucket,Massachusetts,6012,10069,47.8
Norfolk,Massachusetts,616087,662077,399.6
Plymouth,Massachusetts,435276,490784,660.6
Suffolk,Massachusetts,663906,704460,58.5
Worcester,Massachusetts,709705,791855,1513.2
Alcona,Michigan,10145,11238,674.5
Alger,Michigan,8972,9604,917.9
Allegan,Michigan,90509,111385,827.5
Alpena,Michigan,30605,29958,574.2
Antrim,Michigan,18185,23975,476.9
Arenac,Michigan,14931,16487,366.9
Baraga,Michigan,7954,8882,904.2
Barry,Michigan,50057,59576,556.2
Bay,Michigan,111723,108156,444.3
Benzie,Michigan,12200,17705,321.3
Berrien,Michigan,161378,157232,571.0
Branch,Michigan,41502,46083,507.4
Calhoun,Michigan,135982,137112,708.9
Cass,Michigan,49477,52429,492.2
Charlevoix,Michigan,21468,26228,416.9
Cheboygan,Michigan,21398,26699,715.6
Chippewa,Michigan,34604,39078,1561.1
Clare,Michigan,24952,31162,566.9
Clinton,Michigan,57883,74235,571.5
Crawford,Michigan,12260,14325,558.2
Delta,Michigan,37780,37403,1170.2
Dickinson,Michigan,26831,26584,766.4
Eaton,Michigan,92879,108002,576.5
Emmet,Michigan,25040,32806,468.0
Genesee,Michigan,430459,433054,639.7
Gladwin,Michigan,21896,26076,506.8
Gogebic,Michigan,18052,16471,1101.9
Grand Traverse,Michigan,64273,86061,465.1
Gratiot,Michigan,38982,42612,570.2
Hillsdale,Michigan,43431,47033,598.9
Houghton,Michigan,35446,36192,1011.7
Huron,Michigan,34951,33642,836.6
Ingham,Michigan,281912,281365,559.2
Ionia,Michigan,57024,64651,573.2
Iosco,Michigan,30209,26422,549.1
Iron,Michigan,13175,12057,1166.5
Isabella,Michigan,54624,69451,574.3
Jackson,Michigan,149756,161569,706.6
Kalamazoo,Michigan,223411,247246,561.9
Kalkaska,Michigan,13497,17400,561.0
Kent,Michigan,500631,599432,856.2
Keweenaw,Michigan,1701,2122,541.2
Lake,Michigan,8583,11625,567.6
Lapeer,Michigan,74768,89944,654.3
Leelanau,Michigan,16527,21757,348.5
Lenawee,Michigan,91476,100911,750.6
Livingston,Michigan,115645,181350,568.4
Luce,Michigan,5763,6685,903.1
Mackinac,Michigan,10674,11281,1021.6
Macomb,Michigan,717400,837490,480.4
Manistee,Michigan,21265,24951,543.9
Marquette,Michigan,70887,66514,1821.3
Mason,Michigan,25537,28715,495.2
Mecosta,Michigan,37308,42730,555.8
Menominee,Michigan,24920,24245,1043.7
Midland,Michigan,75651,83626,521.2
Missaukee,Michigan,12147,14962,566.8
Monroe,Michigan,133600,152784,551.1
Montcalm,Michigan,53059,63553,708.1
Montmorency,Michigan,8936,9920,547.6
Muskegon,Michigan,158983,173223,509.2
Newaygo,Michigan,38202,48962,842.4
Oakland,Michigan,1083592,1201113,872.7
Oceana,Michigan,22454,27029,540.5
Ogemaw,Michigan,18681,21862,564.4
Ontonagon,Michigan,8854,6976,1311.6
Osceola,Michigan,20146,23681,566.1
Oscoda,Michigan,7842,8884,565.0
Otsego,Michigan,17957,24445,514.6
Ottawa,Michigan,187768,261376,565.7
Presque Isle,Michigan,13743,13697,660.1
Roscommon,Michigan,19776,24932,521.4
Saginaw,Michigan,211946,202336,809.0
St. Clair,Michigan,145607,165719,724.5
St. Joseph,Michigan,58913,61848,503.7
Sanilac,Michigan,39928,44010,963.9
Schoolcraft,Michigan,8302,8640,1178.2
Shiawassee,Michigan,69770,71621,538.8
Tuscola,Michigan,55498,56543,812.6
Van Buren,Michigan,70060,76585,611.0
Washtenaw,Michigan,282937,343947,710.1
Wayne,Michigan,2111687,1870362,614.1
Wexford,Michigan,26360,32653,565.5
Aitkin,Minnesota,12425,16325,1819.4
Anoka,Minnesota,243641,327544,424.0
Becker,Minnesota,27881,32274,1310.5
Beltrami,Minnesota,34384,43781,2505.4
Benton,Minnesota,30185,38148,408.3
Big Stone,Minnesota,6285,5324,497.0
Blue Earth,Minnesota,54044,62719,752.4
Brown,Minnesota,26984,26030,610.9
Carlton,Minnesota,29259,34958,860.4
Carver,Minnesota,47915,88668,357.1
Cass,Minnesota,21791,28648,2017.7
Chippewa,Minnesota,13228,12426,582.8
Chisago,Minnesota,30521,52844,417.7
Clay,Minnesota,50422,57089,1045.3
Clearwater,Minnesota,8309,8593,994.8
Cook,Minnesota,3868,5211,1450.7
Cottonwood,Minnesota,12694,11712,640.0
Crow Wing,Minnesota,44249,61836,996.7
Dakota,Minnesota,275227,393380,569.7
Dodge,Minnesota,15731,19829,439.5
Douglas,Minnesota,28674,35909,634.3
Faribault,Minnesota,16937,14819,713.7
Fillmore,Minnesota,20777,20978,861.3
Freeborn,Minnesota,33060,31387,707.7
Goodhue,Minnesota,40690,45930,758.6
Grant,Minnesota,6246,6082,546.5
Hennepin,Minnesota,1032431,1136522,556.6
Houston,Minnesota,18497,19226,558.4
Hubbard,Minnesota,14939,20205,922.6
Isanti,Minnesota,25921,37682,439.1
Itasca,Minnesota,40863,44835,2665.3
Jackson,Minnesota,11677,10403,701.9
Kanabec,Minnesota,12802,16379,525.0
Kandiyohi,Minnesota,38761,41869,796.2
Kittson,Minnesota,5767,4620,1097.1
Koochiching,Minnesota,16299,13461,3102.4
Lac qui Parle,Minnesota,8924,7343,764.9
Lake,Minnesota,10415,10900,2099.4
Lake of the Woods,Minnesota,4076,4147,1296.7
Le Sueur,Minnesota,23239,27719,448.5
Lincoln,Minnesota,6890,5935,537.1
Lyon,Minnesota,24789,25606,714.2
McLeod,Minnesota,32030,36789,491.9
Mahnomen,Minnesota,5044,5359,556.2
Marshall,Minnesota,10993,9580,1772.3
Martin,Minnesota,22914,20865,709.4
Meeker,Minnesota,20846,23371,608.6
Mille Lacs,Minnesota,18670,26075,574.5
Morrison,Minnesota,29604,33093,1124.5
Mower,Minnesota,37385,38855,711.5
Murray,Minnesota,9660,8779,704.5
Nicollet,Minnesota,28076,32271,452.3
Nobles,Minnesota,20098,21030,715.5
Norman,Minnesota,7975,6865,876.3
